,carat,cut,depth,table,price,E,F,G,H,I,J,IF,SI1,SI2,VS1,VS2,VVS1,VVS2
5511,0.75,5,62.0,55.0,3402,1,0,0,0,0,0,0,0,0,1,0,0,0
22871,1.04,5,61.2,58.0,7375,0,0,1,0,0,0,0,0,0,1,0,0,0
25666,0.71,5,62.4,54.0,2308,0,0,0,0,1,0,0,0,0,0,0,0,1
4811,0.32,5,60.4,59.0,779,1,0,0,0,0,0,0,0,0,0,0,0,1
9386,0.4,5,59.8,57.0,916,0,1,0,0,0,0,0,1,0,0,0,0,0
6729,0.7,4,60.5,59.0,2150,0,0,0,0,0,1,1,0,0,0,0,0,0
17427,1.0,3,63.0,58.0,5940,0,0,1,0,0,0,0,0,0,0,1,0,0
24150,1.0,3,61.0,60.0,5804,0,1,0,0,0,0,0,1,0,0,0,0,0
1898,0.54,5,61.6,59.0,1695,1,0,0,0,0,0,0,0,0,0,1,0,0
9319,0.54,4,61.6,58.0,1439,0,0,1,0,0,0,0,1,0,0,0,0,0
21988,0.71,5,61.9,55.0,4027,1,0,0,0,0,0,0,0,0,0,0,1,0
23498,0.4,5,61.9,56.0,1136,0,0,0,0,0,1,0,0,0,0,0,1,0
527,1.09,4,60.2,59.0,5860,0,0,0,1,0,0,0,0,0,1,0,0,0
11086,1.03,4,63.0,59.0,5653,0,0,0,0,0,0,0,1,0,0,0,0,0
7809,0.52,5,61.8,56.0,1605,0,0,0,0,0,0,0,1,0,0,0,0,0
8599,2.0,4,63.0,58.0,9296,0,0,0,0,0,1,0,0,0,1,0,0,0
21018,1.21,2,63.3,63.0,3726,1,0,0,0,0,0,0,0,0,0,0,0,0
26007,0.7,5,61.0,56.0,3325,0,0,0,1,0,0,0,0,0,0,0,0,1
9318,0.49,4,61.3,57.0,1444,0,0,0,0,0,0,0,1,0,0,0,0,0
14705,0.34,3,61.5,58.2,730,0,1,0,0,0,0,0,0,0,0,1,0,0
22022,1.57,4,62.2,59.0,11976,0,0,0,0,0,0,0,1,0,0,0,0,0
15601,1.06,4,61.6,61.0,4903,0,0,0,0,0,0,0,0,1,0,0,0,0
7996,1.1,5,62.0,56.0,7267,0,0,0,1,0,0,0,0,0,0,0,0,1
26304,1.17,5,62.2,53.0,6013,0,0,0,0,1,0,0,0,0,1,0,0,0
4256,1.26,3,62.5,56.0,7477,0,0,0,1,0,0,0,1,0,0,0,0,0
14580,1.06,2,62.2,61.0,4357,0,1,0,0,0,0,0,0,1,0,0,0,0
11736,1.01,2,63.1,55.0,4064,0,0,1,0,0,0,0,1,0,0,0,0,0
21808,1.2,4,62.9,55.0,5975,0,0,0,1,0,0,0,1,0,0,0,0,0
19371,0.41,5,61.6,54.0,900,0,0,1,0,0,0,0,0,0,0,1,0,0
9332,0.4,4,62.6,58.0,855,0,0,0,1,0,0,0,1,0,0,0,0,0
9950,0.33,3,61.7,55.0,795,0,0,0,1,0,0,1,0,0,0,0,0,0
10268,0.76,5,61.745146555006194,57.0,2949,1,0,0,0,0,0,0,1,0,0,0,0,0
13670,0.32,4,61.9,58.0,393,0,0,0,0,0,1,0,0,0,0,1,0,0
17989,0.33,5,62.3,57.0,781,0,0,0,0,0,0,0,0,0,0,1,0,0
25710,0.41,5,62.4,53.0,1068,0,0,1,0,0,0,0,0,0,0,0,1,0
11271,1.0,3,63.4,58.0,6818,0,1,0,0,0,0,0,0,0,0,1,0,0
17820,0.93,3,63.1,58.0,3766,0,0,0,0,1,0,0,0,0,0,1,0,0
1473,0.31,4,62.1,58.0,695,0,0,1,0,0,0,0,0,0,1,0,0,0
9437,0.91,3,63.5,56.0,4739,0,1,0,0,0,0,0,0,0,1,0,0,0
23566,0.71,5,62.7,57.0,3238,1,0,0,0,0,0,0,0,0,1,0,0,0
12687,2.07,5,62.5,55.0,18804,0,0,1,0,0,0,0,0,1,0,0,0,0
16742,0.91,2,64.0,57.0,3363,0,1,0,0,0,0,0,1,0,0,0,0,0
1721,0.32,5,62.8,56.0,756,0,0,0,0,0,0,0,1,0,0,0,0,0
12403,2.18,5,61.2,56.0,15646,0,0,0,0,1,0,0,1,0,0,0,0,0
16925,0.72,1,65.6,60.0,2364,0,0,0,0,0,0,0,1,0,0,0,0,0
10063,0.59,5,61.2,56.0,1694,0,0,0,0,0,0,0,1,0,0,0,0,0
18078,1.08,5,61.3,57.0,9035,0,0,1,0,0,0,1,0,0,0,0,0,0
20049,0.3,3,62.9,60.0,605,0,0,1,0,0,0,0,0,0,1,0,0,0
4187,1.03,3,58.6,61.0,4326,0,0,0,1,0,0,0,1,0,0,0,0,0
5731,1.01,3,62.0,59.0,4528,0,0,0,0,0,0,0,0,1,0,0,0,0
25354,0.5,4,62.9,58.0,997,0,0,0,0,0,0,0,0,1,0,0,0,0
11664,1.01,2,63.3,59.0,4781,0,0,1,0,0,0,0,1,0,0,0,0,0
8040,0.92,4,59.2,60.0,2968,0,0,0,1,0,0,0,1,0,0,0,0,0
13072,0.55,5,62.1,56.0,1319,0,0,0,1,0,0,0,1,0,0,0,0,0
12927,1.01,3,62.8,58.0,4559,0,0,0,1,0,0,0,1,0,0,0,0,0
13669,0.77,3,61.1,56.0,3208,0,0,0,1,0,0,0,0,0,0,0,0,1
1267,0.74,5,61.7,56.0,3374,1,0,0,0,0,0,0,0,0,0,1,0,0
2901,0.31,5,61.3,56.0,565,0,0,0,0,0,0,0,1,0,0,0,0,0
8074,0.31,5,61.0,54.0,680,1,0,0,0,0,0,0,0,0,0,1,0,0
5438,0.71,3,59.0,61.0,1922,0,0,0,0,0,1,0,0,0,0,1,0,0
20385,1.09,4,60.1,59.0,5306,0,0,0,0,1,0,0,0,0,0,1,0,0
13268,0.72,5,61.8,55.0,3417,0,0,0,1,0,0,0,0,0,0,0,0,1
7959,0.36,5,61.8,56.0,852,0,0,0,0,0,0,0,0,0,0,1,0,0
13865,0.26,5,62.1,55.0,545,0,0,0,1,0,0,1,0,0,0,0,0,0
25440,0.35,5,61.7,56.0,984,0,0,0,1,0,0,1,0,0,0,0,0,0
24612,1.33,3,62.7,59.0,5785,0,0,0,0,0,1,0,0,0,0,1,0,0
15377,0.33,5,61.9,54.0,880,0,1,0,0,0,0,0,0,0,0,0,1,0
23958,1.52,3,62.7,59.0,7506,0,0,0,0,1,0,0,1,0,0,0,0,0
86,0.74,5,61.745146555006194,59.0,2501,1,0,0,0,0,0,0,0,1,0,0,0,0
23814,2.32,1,70.5,55.0,6860,0,0,0,1,0,0,0,0,0,0,0,0,0
6544,0.41,5,62.3,55.0,1356,0,1,0,0,0,0,0,0,0,0,0,1,0
18712,1.23,3,63.1,56.0,6665,0,0,1,0,0,0,0,1,0,0,0,0,0
21154,0.52,3,61.5,56.3,1262,0,0,0,0,1,0,0,0,0,1,0,0,0
17252,0.38,2,63.3,57.0,633,0,0,0,1,0,0,0,1,0,0,0,0,0
5403,1.02,5,61.4,57.0,11028,1,0,0,0,0,0,0,0,0,0,0,1,0
22791,1.01,2,63.7,58.0,5226,1,0,0,0,0,0,0,1,0,0,0,0,0
7408,0.44,5,62.7,57.0,990,0,0,1,0,0,0,0,1,0,0,0,0,0
13784,0.92,4,62.1,59.0,3787,0,1,0,0,0,0,0,0,1,0,0,0,0
24208,0.32,4,61.9,58.0,561,0,0,1,0,0,0,0,0,0,0,1,0,0
20971,0.74,5,62.3,58.0,2872,1,0,0,0,0,0,0,1,0,0,0,0,0
18315,0.94,5,62.1,56.0,4182,0,0,0,0,0,0,0,0,1,0,0,0,0
4518,1.1,3,61.745146555006194,60.0,9257,0,0,1,0,0,0,0,0,0,0,0,1,0
8325,0.71,4,62.4,60.0,2613,1,0,0,0,0,0,0,0,0,0,1,0,0
12209,0.4,3,62.3,57.0,737,0,1,0,0,0,0,0,1,0,0,0,0,0
2106,0.9,5,61.2,57.0,3521,0,0,1,0,0,0,0,0,1,0,0,0,0
11278,0.3,5,62.0,58.0,477,0,0,1,0,0,0,0,1,0,0,0,0,0
19719,0.72,5,61.4,56.0,3257,0,0,0,1,0,0,1,0,0,0,0,0,0
6444,0.9,2,60.8,65.0,3933,1,0,0,0,0,0,0,1,0,0,0,0,0
21915,1.0,4,62.0,59.0,7056,0,1,0,0,0,0,0,0,0,1,0,0,0
15848,0.33,5,61.9,53.0,781,0,0,0,0,0,0,0,0,0,0,1,0,0
9622,0.36,5,61.6,57.0,1114,0,0,0,0,0,0,0,0,0,0,0,0,1
3552,1.85,3,63.3,56.0,5688,0,0,0,1,0,0,0,0,0,0,0,0,0
9688,0.59,5,61.7,56.0,1633,1,0,0,0,0,0,0,1,0,0,0,0,0
19794,0.91,3,62.5,61.0,4512,1,0,0,0,0,0,0,1,0,0,0,0,0
19812,1.14,3,63.5,56.0,4788,0,0,0,0,1,0,0,1,0,0,0,0,0
8104,0.33,3,62.8,54.0,579,0,0,1,0,0,0,0,0,0,0,1,0,0
25091,1.03,5,62.4,55.6,9290,0,1,0,0,0,0,0,0,0,0,0,0,1
3049,0.9,3,61.6,56.0,3724,0,1,0,0,0,0,0,1,0,0,0,0,0
16119,1.01,4,58.1,60.0,4348,0,0,0,1,0,0,0,0,0,0,1,0,0
6140,0.35,4,60.3,60.0,522,0,0,1,0,0,0,0,1,0,0,0,0,0
503,0.7,1,61.6,66.0,1995,0,0,1,0,0,0,0,1,0,0,0,0,0
6255,1.9,5,60.9,55.0,12165,0,0,0,0,1,0,0,0,1,0,0,0,0
765,0.52,5,62.2,57.0,1600,0,0,0,0,0,0,0,1,0,0,0,0,0
8267,0.38,4,60.4,59.0,1400,0,0,0,0,0,0,0,0,0,0,0,1,0
22467,2.0,3,57.9,60.0,18759,0,1,0,0,0,0,0,1,0,0,0,0,0
21644,0.31,4,62.7,59.0,593,0,0,0,0,0,0,0,0,1,0,0,0,0
1895,1.7,5,62.9,55.0,15756,0,0,1,0,0,0,0,0,0,0,1,0,0
4486,0.61,3,61.4,57.0,1970,0,0,0,1,0,0,0,0,0,0,0,0,1
22984,0.32,3,63.1,55.0,648,0,0,0,1,0,0,0,0,0,0,1,0,0
15566,2.01,5,64.8,62.0,16287,0,0,0,0,1,0,0,1,0,0,0,0,0
6481,0.9,1,65.8,61.0,4309,0,0,1,0,0,0,0,0,0,0,1,0,0
26294,1.15,3,62.5,59.0,6110,0,1,0,0,0,0,0,1,0,0,0,0,0
5556,0.7,1,66.4,53.0,2516,0,1,0,0,0,0,0,0,0,0,1,0,0
3388,1.0,3,62.8,58.0,4595,0,0,0,0,0,0,0,0,1,0,0,0,0
10978,2.0,1,65.1,54.0,11156,0,0,1,0,0,0,0,0,1,0,0,0,0
18329,1.26,5,61.6,56.0,5412,0,0,0,0,0,0,0,0,1,0,0,0,0
3419,0.28,3,60.0,56.0,642,1,0,0,0,0,0,0,0,0,0,0,0,1
6789,1.5,2,61.2,63.0,9028,0,1,0,0,0,0,0,0,1,0,0,0,0
15215,0.32,3,62.6,55.0,461,0,0,0,1,0,0,0,1,0,0,0,0,0
2202,1.0,3,61.3,54.0,5390,0,0,0,0,0,0,0,1,0,0,0,0,0
22972,1.3,5,62.0,55.0,10221,0,0,1,0,0,0,0,0,0,1,0,0,0
19599,1.32,2,63.7,56.0,6830,1,0,0,0,0,0,0,1,0,0,0,0,0
7508,1.4,4,62.1,60.0,8133,0,0,0,1,0,0,0,1,0,0,0,0,0
16556,0.53,4,59.6,58.0,2061,1,0,0,0,0,0,0,0,0,0,1,0,0
22792,1.01,4,60.8,61.0,4525,0,0,0,0,1,0,0,1,0,0,0,0,0
12901,1.5,4,59.9,58.0,11189,0,0,1,0,0,0,0,0,0,0,1,0,0
11474,0.36,3,62.3,58.0,789,1,0,0,0,0,0,0,0,0,0,1,0,0
13786,0.7,2,65.1,58.0,2803,0,0,1,0,0,0,0,0,0,1,0,0,0
20625,0.59,4,62.8,57.0,1835,0,0,0,0,0,0,0,1,0,0,0,0,0
8155,1.0,3,60.3,62.0,7163,0,0,1,0,0,0,0,0,0,0,0,0,1
14489,0.9,4,61.2,60.0,4304,0,0,0,0,0,0,0,1,0,0,0,0,0
26128,0.38,3,61.9,54.0,693,0,0,1,0,0,0,0,0,0,1,0,0,0
24572,0.9,2,58.1,64.0,3884,1,0,0,0,0,0,0,1,0,0,0,0,0
23424,0.35,5,62.3,55.0,827,0,0,0,0,0,0,0,1,0,0,0,0,0
16004,0.41,5,61.6,57.0,705,0,1,0,0,0,0,0,1,0,0,0,0,0
6135,1.5,1,64.6,59.0,6250,0,0,0,1,0,0,0,0,1,0,0,0,0
6901,0.53,5,60.9,57.0,1598,0,0,1,0,0,0,0,0,0,0,1,0,0
23219,1.7,5,63.0,55.0,12030,0,0,0,0,1,0,0,0,0,1,0,0,0
22127,2.01,2,58.5,62.0,14998,0,0,0,0,1,0,0,1,0,0,0,0,0
656,0.33,3,59.5,56.0,933,0,0,0,0,0,0,0,0,0,0,0,0,1
6389,0.41,5,61.7,56.0,744,0,0,0,0,0,0,0,1,0,0,0,0,0
11007,1.01,5,60.5,57.0,4416,0,1,0,0,0,0,0,0,1,0,0,0,0
21622,1.08,5,61.8,55.0,6931,0,0,1,0,0,0,0,0,0,0,1,0,0
24710,0.27,4,61.8,59.0,752,1,0,0,0,0,0,0,0,0,0,0,0,1
13028,0.5,2,63.3,58.0,1316,1,0,0,0,0,0,0,1,0,0,0,0,0
3739,0.32,5,62.2,56.0,936,0,0,0,1,0,0,0,0,0,0,0,1,0
3750,1.37,5,61.1,55.0,11009,0,0,1,0,0,0,0,0,0,1,0,0,0
16854,0.76,4,60.3,58.0,2607,0,1,0,0,0,0,0,1,0,0,0,0,0
21677,1.59,5,60.3,57.0,8227,0,0,0,0,0,1,0,0,0,0,0,0,1
16986,0.7,1,67.8,60.0,2381,0,1,0,0,0,0,0,0,0,1,0,0,0
21616,1.02,4,62.4,59.0,6773,0,1,0,0,0,0,0,0,0,0,1,0,0
19864,1.33,1,65.0,57.0,4916,1,0,0,0,0,0,0,0,1,0,0,0,0
4501,1.07,3,62.6,61.0,4861,0,0,0,0,0,0,0,0,1,0,0,0,0
5053,0.55,4,60.8,58.0,1698,1,0,0,0,0,0,0,1,0,0,0,0,0
6782,1.05,3,63.1,59.0,7969,1,0,0,0,0,0,0,0,0,1,0,0,0
4157,0.72,3,61.745146555006194,56.0,1953,0,0,0,1,0,0,0,0,1,0,0,0,0
13471,0.31,4,62.4,59.0,628,0,0,0,1,0,0,0,0,0,0,1,0,0
16802,2.0,3,63.1,56.0,9435,0,0,0,0,1,0,0,0,1,0,0,0,0
3733,0.9,2,59.8,64.0,4229,1,0,0,0,0,0,0,1,0,0,0,0,0
26402,0.5,5,60.4,54.0,2211,0,0,0,0,0,0,0,0,0,0,0,0,1
16461,1.0,5,63.1,57.0,4664,0,0,0,0,1,0,0,0,0,1,0,0,0
15364,0.56,5,61.3,55.0,2032,1,0,0,0,0,0,0,0,0,1,0,0,0
2354,0.32,4,59.7,59.0,421,0,1,0,0,0,0,0,0,1,0,0,0,0
9225,0.33,5,61.1,56.0,1021,0,0,0,0,0,0,0,0,0,0,0,0,1
16718,0.36,3,61.3,55.0,668,0,0,0,1,0,0,0,0,0,0,0,0,1
12176,1.01,2,64.1,59.0,4480,1,0,0,0,0,0,0,1,0,0,0,0,0
21185,0.53,5,61.4,55.0,1857,0,0,0,0,0,0,0,0,0,0,1,0,0
9552,1.01,4,63.0,59.0,4338,0,0,1,0,0,0,0,1,0,0,0,0,0
15423,1.04,5,61.6,55.0,5163,1,0,0,0,0,0,0,0,1,0,0,0,0
8848,0.3,5,60.8,56.0,892,0,1,0,0,0,0,1,0,0,0,0,0,0
5795,0.41,5,60.9,56.0,1243,1,0,0,0,0,0,0,0,0,0,0,0,1
10457,1.72,4,62.0,58.0,14892,0,1,0,0,0,0,0,1,0,0,0,0,0
509,1.1,3,61.745146555006194,59.0,6708,0,1,0,0,0,0,0,0,0,0,1,0,0
12171,1.04,3,59.0,57.0,6405,0,1,0,0,0,0,0,0,0,0,1,0,0
25136,1.39,3,60.9,61.0,12614,1,0,0,0,0,0,0,0,0,1,0,0,0
1271,0.3,4,61.6,58.0,844,1,0,0,0,0,0,0,0,0,0,1,0,0
14619,0.5,4,61.1,58.0,1845,0,0,0,0,0,0,0,0,0,0,1,0,0
25183,0.34,5,60.7,57.0,961,0,0,0,0,0,0,0,0,0,1,0,0,0
25153,0.59,3,60.6,60.0,2094,1,0,0,0,0,0,0,0,0,0,1,0,0
8326,1.22,5,62.5,56.0,6518,0,1,0,0,0,0,0,0,1,0,0,0,0
14632,1.52,5,61.1,56.0,14787,0,0,1,0,0,0,0,0,0,1,0,0,0
12103,1.22,4,62.6,59.0,3156,0,0,0,0,0,1,0,0,1,0,0,0,0
9658,1.19,4,61.1,58.0,6944,0,0,0,1,0,0,0,0,0,0,1,0,0
9086,0.71,5,61.1,57.0,3128,1,0,0,0,0,0,0,1,0,0,0,0,0
4110,1.62,5,61.7,56.0,14777,0,0,1,0,0,0,0,0,0,0,1,0,0
22738,0.5,3,60.8,58.0,1436,0,0,0,0,0,0,0,1,0,0,0,0,0
20302,0.56,3,61.745146555006194,57.0,1777,0,0,0,0,0,0,0,1,0,0,0,0,0
15300,0.42,5,61.9,56.0,921,0,0,1,0,0,0,0,0,0,1,0,0,0
11564,0.32,5,61.9,56.0,758,1,0,0,0,0,0,0,0,0,1,0,0,0
25233,0.96,1,68.2,61.0,2867,0,1,0,0,0,0,0,0,1,0,0,0,0
5947,1.23,4,60.1,60.0,5209,0,0,0,0,0,1,0,0,0,1,0,0,0
5798,1.04,4,62.0,57.0,3774,0,0,0,0,1,0,0,0,1,0,0,0,0
13853,0.31,3,63.3,58.0,430,0,0,0,0,0,1,0,0,1,0,0,0,0
1603,1.04,1,67.5,56.0,4566,1,0,0,0,0,0,0,0,1,0,0,0,0
20619,0.32,2,63.9,58.0,612,0,0,0,0,0,0,0,0,1,0,0,0,0
25291,1.23,5,61.745146555006194,57.0,7881,0,0,0,0,1,0,0,0,0,1,0,0,0
17540,1.09,4,60.9,56.0,6504,0,0,1,0,0,0,0,0,0,0,1,0,0
8665,1.19,5,60.7,57.0,9587,0,0,1,0,0,0,0,0,0,0,0,0,1
23878,0.3,5,61.8,54.0,802,0,1,0,0,0,0,0,0,0,0,0,1,0
15391,2.06,2,60.2,64.0,15046,0,0,0,0,1,0,0,0,0,0,1,0,0
18669,0.9,3,59.5,63.0,3160,0,0,0,1,0,0,0,0,1,0,0,0,0
18799,1.0,4,60.2,62.0,4514,0,0,0,1,0,0,0,0,0,0,1,0,0
20836,1.06,3,61.8,58.0,9997,1,0,0,0,0,0,0,0,0,0,0,0,1
160,0.97,5,62.7,57.0,4101,0,0,1,0,0,0,0,0,1,0,0,0,0
23036,0.34,5,61.5,53.0,626,0,0,0,0,0,0,0,1,0,0,0,0,0
26955,0.92,2,63.3,57.0,3649,1,0,0,0,0,0,0,1,0,0,0,0,0
21991,2.06,3,61.5,56.0,16603,0,1,0,0,0,0,0,0,1,0,0,0,0
26,0.34,5,61.745146555006194,57.0,803,0,0,0,0,0,0,0,1,0,0,0,0,0
12645,0.32,5,62.1,56.0,672,0,0,1,0,0,0,0,0,0,0,1,0,0
26194,0.26,3,63.0,58.0,597,1,0,0,0,0,0,0,0,0,0,0,0,1
12124,0.7,3,62.4,58.0,1971,0,0,0,0,1,0,0,0,0,1,0,0,0
23040,0.7,5,62.5,56.0,2612,0,0,0,0,0,0,0,1,0,0,0,0,0
6330,1.12,3,62.2,59.0,5966,0,0,0,0,0,0,0,1,0,0,0,0,0
22585,1.52,5,62.5,55.0,14915,0,1,0,0,0,0,0,0,0,0,1,0,0
15874,1.71,3,61.9,59.0,10428,0,0,0,0,0,1,0,0,0,1,0,0,0
6689,1.5,3,63.0,56.0,10479,0,1,0,0,0,0,0,1,0,0,0,0,0
6091,0.34,4,60.5,58.0,879,0,0,1,0,0,0,1,0,0,0,0,0,0
4998,1.55,4,61.3,61.0,11708,0,0,0,1,0,0,0,0,0,0,1,0,0
23297,1.35,5,60.0,57.0,5670,0,0,0,1,0,0,0,0,1,0,0,0,0
8010,1.5,2,63.9,59.0,8165,0,0,0,1,0,0,0,0,0,0,1,0,0
11916,0.3,5,60.0,59.0,873,0,1,0,0,0,0,1,0,0,0,0,0,0
20470,0.55,5,61.9,54.0,1402,0,0,0,1,0,0,0,0,0,0,1,0,0
13374,1.5,2,64.2,56.0,7207,0,0,0,0,1,0,0,1,0,0,0,0,0
5560,0.53,5,61.5,56.0,1094,0,0,0,0,1,0,0,1,0,0,0,0,0
9046,0.31,5,62.1,55.0,979,0,1,0,0,0,0,1,0,0,0,0,0,0
25589,1.13,3,63.2,56.0,5584,0,1,0,0,0,0,0,1,0,0,0,0,0
12313,0.33,5,62.0,57.0,579,0,0,1,0,0,0,0,0,0,0,1,0,0
24347,1.51,2,60.9,61.0,11560,0,1,0,0,0,0,0,1,0,0,0,0,0
12886,1.55,5,62.1,56.0,11869,0,0,0,0,1,0,0,0,0,0,0,1,0
6202,0.56,4,60.6,59.0,1723,0,0,0,0,0,0,0,1,0,0,0,0,0
2430,0.73,3,61.9,59.0,3442,0,1,0,0,0,0,0,0,0,0,0,0,1
25078,0.33,5,61.745146555006194,55.0,573,0,0,0,0,1,0,0,0,0,1,0,0,0
17638,1.64,3,60.7,59.0,9632,0,0,0,1,0,0,0,0,1,0,0,0,0
17074,0.31,5,60.8,56.0,687,0,0,1,0,0,0,0,0,0,0,0,0,1
15927,1.01,2,64.1,59.0,4399,1,0,0,0,0,0,0,1,0,0,0,0,0
25844,0.42,5,61.9,54.0,838,0,1,0,0,0,0,0,1,0,0,0,0,0
19977,1.7,4,62.4,57.0,14611,0,1,0,0,0,0,0,1,0,0,0,0,0
14691,0.7,2,63.8,57.0,1856,0,0,0,1,0,0,0,0,1,0,0,0,0
10227,0.72,5,61.1,56.0,2177,0,0,0,0,0,1,0,0,0,1,0,0,0
11500,1.01,4,60.5,60.0,4072,0,0,0,0,1,0,0,0,1,0,0,0,0
5987,1.4,4,58.8,61.0,12401,0,1,0,0,0,0,0,0,0,1,0,0,0
17910,0.31,5,61.8,55.0,877,0,0,0,0,0,0,0,0,0,1,0,0,0
16691,0.7,5,61.2,58.0,2138,0,0,0,1,0,0,0,1,0,0,0,0,0
10682,1.01,3,60.6,57.0,4916,0,0,1,0,0,0,0,1,0,0,0,0,0
14501,0.32,4,62.3,58.0,936,0,0,1,0,0,0,0,0,0,0,0,0,1
5599,0.7,2,60.2,61.0,3018,1,0,0,0,0,0,0,0,0,1,0,0,0
17730,1.2,5,61.5,57.0,6581,0,0,0,0,1,0,0,0,0,0,0,0,1
6065,0.32,5,61.6,56.0,427,1,0,0,0,0,0,0,0,1,0,0,0,0
16629,1.2,4,62.0,58.0,5551,0,0,0,0,0,0,0,0,1,0,0,0,0
2197,0.54,5,61.745146555006194,56.0,2582,0,1,0,0,0,0,0,0,0,0,0,0,1
5072,0.36,3,62.9,56.0,631,1,0,0,0,0,0,0,0,0,0,1,0,0
17585,0.41,4,61.3,59.0,830,0,0,0,0,0,1,0,0,0,1,0,0,0
14126,0.55,4,61.7,55.0,1314,0,0,0,0,1,0,0,0,0,0,1,0,0
25925,2.01,5,62.5,53.9,14998,0,0,0,1,0,0,0,0,1,0,0,0,0
6753,1.11,4,62.4,58.0,5750,0,0,1,0,0,0,0,1,0,0,0,0,0
8784,0.4,5,62.2,57.0,1043,0,0,0,0,0,0,0,0,0,1,0,0,0
3404,0.7,1,66.2,59.0,1087,0,1,0,0,0,0,0,0,0,0,0,0,0
4584,0.91,5,62.1,57.0,4919,0,0,0,1,0,0,0,1,0,0,0,0,0
19017,0.52,5,62.2,54.0,1223,0,1,0,0,0,0,0,1,0,0,0,0,0
25273,1.0,4,63.0,59.0,4791,0,0,0,1,0,0,0,0,0,0,1,0,0
13735,0.33,5,60.9,57.0,761,0,1,0,0,0,0,0,0,0,0,0,0,1
9245,0.5,5,62.6,53.0,1370,0,0,0,1,0,0,0,0,0,1,0,0,0
1386,0.41,3,63.8,57.0,727,0,0,0,0,0,0,0,0,1,0,0,0,0
20621,2.44,4,61.4,56.0,13027,0,0,0,0,1,0,0,0,1,0,0,0,0
18375,0.4,5,62.5,57.0,907,1,0,0,0,0,0,0,1,0,0,0,0,0
19282,0.38,5,61.0,56.0,943,0,0,1,0,0,0,0,0,0,0,0,0,1
22906,0.34,5,62.3,54.0,722,0,0,0,1,0,0,0,0,0,0,0,1,0
2356,0.76,4,60.6,60.0,4223,0,1,0,0,0,0,1,0,0,0,0,0,0
12582,0.32,2,61.745146555006194,56.0,524,1,0,0,0,0,0,0,1,0,0,0,0,0
22222,0.7,3,63.4,59.0,2905,0,0,1,0,0,0,0,0,0,0,0,0,1
20829,0.9,3,63.3,59.0,4981,0,0,0,0,0,0,0,0,0,0,1,0,0
26005,0.7,5,61.5,56.0,2348,0,1,0,0,0,0,0,1,0,0,0,0,0
13994,0.57,5,61.8,57.0,1728,1,0,0,0,0,0,0,1,0,0,0,0,0
8757,1.02,3,62.0,59.0,6126,0,0,1,0,0,0,0,0,0,1,0,0,0
12152,0.41,5,61.745146555006194,56.0,1163,0,0,0,1,0,0,0,0,0,0,1,0,0
11824,1.21,3,63.5,58.0,4944,0,0,0,1,0,0,0,1,0,0,0,0,0
18304,0.34,3,61.7,61.0,447,0,1,0,0,0,0,0,0,1,0,0,0,0
14311,0.54,4,60.7,56.0,2236,0,0,1,0,0,0,0,0,0,0,0,1,0
23721,1.03,5,61.8,54.0,5105,0,0,0,0,0,0,0,0,1,0,0,0,0
19666,0.34,5,62.0,54.0,765,0,0,1,0,0,0,0,0,0,0,1,0,0
3961,0.4,4,61.4,59.0,666,1,0,0,0,0,0,0,0,1,0,0,0,0
11956,0.39,4,59.7,58.0,1232,0,1,0,0,0,0,0,0,0,0,0,1,0
3915,1.51,4,62.8,60.0,11268,0,0,0,1,0,0,0,0,0,0,1,0,0
8260,1.01,4,62.8,58.0,5741,1,0,0,0,0,0,0,1,0,0,0,0,0
889,1.69,5,62.0,56.0,6757,0,0,0,1,0,0,0,0,0,0,0,0,0
16546,1.33,4,60.3,58.0,6565,0,0,1,0,0,0,0,0,1,0,0,0,0
15113,1.01,2,63.5,59.0,4759,0,1,0,0,0,0,0,1,0,0,0,0,0
11087,0.52,4,62.8,61.0,1338,0,0,1,0,0,0,0,1,0,0,0,0,0
7076,0.9,4,61.4,60.0,3387,0,0,0,1,0,0,0,1,0,0,0,0,0
13404,1.02,4,59.8,59.0,4284,0,0,0,1,0,0,0,0,1,0,0,0,0
3532,0.41,3,61.7,57.0,899,0,0,1,0,0,0,0,0,0,1,0,0,0
16460,1.01,5,62.0,57.0,7887,0,1,0,0,0,0,0,0,0,1,0,0,0
12975,0.7,1,58.5,62.0,3296,0,0,0,0,0,0,0,0,0,0,0,0,1
20510,2.28,4,62.1,59.0,17892,0,0,0,1,0,0,0,0,1,0,0,0,0
16610,1.0,3,61.4,61.0,4620,1,0,0,0,0,0,0,0,1,0,0,0,0
24349,0.29,3,58.9,59.0,664,1,0,0,0,0,0,0,0,0,0,0,1,0
23385,0.3,5,62.1,55.0,844,1,0,0,0,0,0,0,0,0,0,1,0,0
938,0.31,4,61.745146555006194,60.0,698,1,0,0,0,0,0,0,1,0,0,0,0,0
24064,2.0,2,63.8,59.0,18023,0,0,0,1,0,0,0,0,0,0,1,0,0
16653,1.0,4,61.2,58.0,5197,0,1,0,0,0,0,0,1,0,0,0,0,0
8588,0.3,3,61.1,61.0,638,0,0,0,1,0,0,0,0,0,0,0,1,0
11914,0.91,5,60.6,57.0,3854,0,0,0,1,0,0,0,0,1,0,0,0,0
7677,0.31,4,62.1,58.0,907,0,0,0,1,0,0,0,0,0,0,0,1,0
